"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-8.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output cg.A.x.csv",,,,"Date:","25 Feb 2016 03:49:19 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.159,1.779,73.046,0.012,0.000,0.003,7373.506,218695.112,1019600896.0,83857408.0,3002183680.0,46635352064.0
4.170,0.0,95.830,0.0,0.0,0.0,0.0,0.0,1019813888.0,83857408.0,3002187776.0,46635134976.0
4.175,0.042,95.783,0.0,0.0,0.0,0.0,0.0,1020076032.0,83857408.0,3002253312.0,46634807296.0


"Host:","compute-431-8.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output cg.A.x.csv",,,,"Date:","25 Feb 2016 03:49:23 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.159,1.779,73.046,0.012,0.000,0.003,7373.505,218695.074,1019850752.0,83857408.0,3002257408.0,46635028480.0
4.165,0.042,95.627,0.167,0.0,0.0,0.0,57344.0,1020284928.0,83865600.0,3002253312.0,46634590208.0
4.175,0.0,95.825,0.0,0.0,0.0,0.0,0.0,1020276736.0,83865600.0,3002253312.0,46634598400.0


"Host:","compute-431-8.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output cg.A.x.csv",,,,"Date:","25 Feb 2016 03:49:27 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.159,1.779,73.046,0.012,0.000,0.003,7373.503,218695.041,1019109376.0,83865600.0,3002261504.0,46635757568.0
4.167,0.042,95.792,0.0,0.0,0.0,0.0,0.0,1020133376.0,83865600.0,3002261504.0,46634733568.0
4.175,0.0,95.825,0.0,0.0,0.0,0.0,0.0,1020006400.0,83865600.0,3002261504.0,46634860544.0


"Host:","compute-431-8.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output cg.A.x.csv",,,,"Date:","25 Feb 2016 03:49:31 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.159,1.779,73.046,0.012,0.000,0.003,7373.502,218695.007,1019224064.0,83873792.0,3002257408.0,46635638784.0
4.207,0.083,95.710,0.0,0.0,0.0,0.0,0.0,1020002304.0,83873792.0,3002265600.0,46634852352.0
4.168,0.042,95.790,0.0,0.0,0.0,0.0,0.0,1020112896.0,83873792.0,3002265600.0,46634741760.0


"Host:","compute-431-8.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output cg.A.x.csv",,,,"Date:","25 Feb 2016 03:49:35 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
25.159,1.779,73.046,0.012,0.000,0.003,7373.501,218694.971,1020248064.0,83873792.0,3002265600.0,46634606592.0
4.165,0.042,95.793,0.0,0.0,0.0,0.0,0.0,1020628992.0,83873792.0,3002265600.0,46634225664.0
4.168,0.042,95.665,0.125,0.0,0.0,0.0,12288.0,1020624896.0,83881984.0,3002261504.0,46634225664.0
