"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:38:53 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.324,614316.030,845606912.0,57835520.0,65130496.0,66690052096.0
3.096,0.094,96.811,0.0,0.0,0.0,0.0,0.0,875270144.0,57835520.0,65134592.0,66660384768.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,904761344.0,57835520.0,65146880.0,66630881280.0
3.100,0.063,96.838,0.0,0.0,0.0,0.0,0.0,931868672.0,57835520.0,65163264.0,66603757568.0
3.130,0.063,96.776,0.0,0.0,0.031,0.0,0.0,961224704.0,57835520.0,65163264.0,66574401536.0
3.006,0.157,96.838,0.0,0.0,0.0,0.0,0.0,1112219648.0,57835520.0,65163264.0,66423406592.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,24576.0,1120256000.0,57843712.0,65155072.0,66415370240.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,1119465472.0,57843712.0,65155072.0,66416160768.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,1119440896.0,57843712.0,65163264.0,66416177152.0
3.132,0.031,96.837,0.0,0.0,0.0,0.0,0.0,1119313920.0,57843712.0,65163264.0,66416304128.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:05 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.249,614315.754,846336000.0,57843712.0,65167360.0,66689277952.0
6.227,0.063,93.711,0.0,0.0,0.0,0.0,0.0,904810496.0,57843712.0,65167360.0,66630803456.0
6.221,0.156,93.623,0.0,0.0,0.0,0.0,0.0,963293184.0,57843712.0,65167360.0,66572320768.0
6.160,0.125,93.715,0.0,0.0,0.0,0.0,0.0,1118621696.0,57843712.0,65167360.0,66416992256.0
6.223,0.063,93.715,0.0,0.0,0.0,0.0,0.0,1118240768.0,57843712.0,65167360.0,66417373184.0
6.223,0.063,93.715,0.0,0.0,0.0,0.0,28672.0,1118240768.0,57851904.0,65159168.0,66417373184.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:12 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.202,614315.581,849608704.0,57851904.0,65167360.0,66685997056.0
12.434,0.156,87.410,0.0,0.0,0.0,0.0,0.0,967049216.0,57851904.0,65167360.0,66568556544.0
12.418,0.156,87.426,0.0,0.0,0.0,0.0,12288.0,1117724672.0,57851904.0,65167360.0,66417881088.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:17 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.172,614315.470,861822976.0,57851904.0,65167360.0,66673782784.0
24.774,0.281,74.945,0.0,0.0,0.0,0.0,24576.0,1117007872.0,57860096.0,65159168.0,66418597888.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:20 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.151,614315.392,873054208.0,57860096.0,65171456.0,66662539264.0
31.0,0.281,68.719,0.0,0.0,0.0,0.0,0.0,1117982720.0,57860096.0,65171456.0,66417610752.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:23 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.131,614315.318,881209344.0,57860096.0,65171456.0,66654384128.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:26 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.112,614315.250,877875200.0,57868288.0,65167360.0,66657714176.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:29 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.094,614315.181,932823040.0,57868288.0,65175552.0,66602758144.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:32 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.077,614315.119,996790272.0,57876480.0,65179648.0,66538778624.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 03:39:34 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.779,3.680,50.511,0.023,0.000,0.007,165575.061,614315.059,935354368.0,57876480.0,65179648.0,66600214528.0
