"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 14:48:54 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
62.505,3.141,34.229,0.118,0.000,0.008,27240.591,1131800.153,918708224.0,68513792.0,145526784.0,66525876224.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,933625856.0,68513792.0,145543168.0,66510942208.0
3.129,0.094,96.746,0.0,0.0,0.031,0.0,0.0,950534144.0,68513792.0,145547264.0,66494029824.0
3.098,0.094,96.809,0.0,0.0,0.0,0.0,0.0,985858048.0,68513792.0,145547264.0,66458705920.0


"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 14:49:00 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
62.504,3.141,34.229,0.118,0.000,0.008,27240.555,1131798.678,921038848.0,68521984.0,145547264.0,66523516928.0
3.123,0.062,96.814,0.0,0.0,0.0,0.0,0.0,935796736.0,68521984.0,145551360.0,66508754944.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,952320000.0,68521984.0,145551360.0,66492231680.0
3.096,0.063,96.811,0.0,0.0,0.031,0.0,0.0,987906048.0,68521984.0,145551360.0,66456645632.0


"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 14:49:06 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
62.504,3.141,34.229,0.118,0.000,0.008,27240.519,1131797.164,920399872.0,68530176.0,145543168.0,66524151808.0
3.158,0.188,96.654,0.0,0.0,0.0,0.0,0.0,934547456.0,68530176.0,145551360.0,66509996032.0
3.102,0.063,96.836,0.0,0.0,0.0,0.0,0.0,951427072.0,68530176.0,145551360.0,66493116416.0
3.162,0.125,96.713,0.0,0.0,0.0,0.0,0.0,987013120.0,68530176.0,145551360.0,66457530368.0


"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 14:49:12 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
62.504,3.141,34.229,0.118,0.000,0.008,27240.483,1131795.684,919945216.0,68534272.0,145547264.0,66524598272.0
3.127,0.063,96.310,0.500,0.0,0.0,0.0,16384.0,934625280.0,68538368.0,145543168.0,66509918208.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,951656448.0,68538368.0,145551360.0,66492878848.0
3.132,0.063,96.806,0.0,0.0,0.0,0.0,0.0,987049984.0,68538368.0,145551360.0,66457485312.0


"Host:","compute-641-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 14:49:17 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
62.504,3.141,34.229,0.118,0.000,0.008,27240.448,1131794.213,919109632.0,68538368.0,145551360.0,66525425664.0
3.156,0.094,96.750,0.0,0.0,0.0,0.0,0.0,933908480.0,68538368.0,145551360.0,66510626816.0
3.131,0.063,96.807,0.0,0.0,0.0,0.0,0.0,950853632.0,68538368.0,145551360.0,66493681664.0
3.101,0.094,96.806,0.0,0.0,0.0,0.0,0.0,986312704.0,68538368.0,145551360.0,66458222592.0
