"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-1.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 04:10:40 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
49.982,5.459,44.428,0.098,0.000,0.032,179929.316,548183.455,848830464.0,55549952.0,54480896.0,66699673600.0
3.156,0.031,96.812,0.0,0.0,0.0,0.0,0.0,848699392.0,55549952.0,54493184.0,66699792384.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,848801792.0,55549952.0,54509568.0,66699673600.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,848801792.0,55549952.0,54509568.0,66699673600.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,4096.0,848801792.0,55549952.0,54509568.0,66699673600.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,848801792.0,55549952.0,54509568.0,66699673600.0
3.128,0.063,96.747,0.063,0.0,0.0,0.0,20480.0,848420864.0,55558144.0,54501376.0,66700054528.0
3.159,0.031,96.810,0.0,0.0,0.0,0.0,0.0,848101376.0,55558144.0,54509568.0,66700365824.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,848109568.0,55558144.0,54509568.0,66700357632.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,847982592.0,55558144.0,54509568.0,66700484608.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,847974400.0,55558144.0,54509568.0,66700492800.0
3.130,0.031,96.839,0.0,0.0,0.0,0.0,0.0,847847424.0,55558144.0,54509568.0,66700619776.0
3.128,0.063,96.810,0.0,0.0,0.0,0.0,0.0,847695872.0,55558144.0,54509568.0,66700771328.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,847695872.0,55558144.0,54509568.0,66700771328.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,847687680.0,55558144.0,54509568.0,66700779520.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,847544320.0,55558144.0,54509568.0,66700922880.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,0.0,847409152.0,55558144.0,54509568.0,66701058048.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,847409152.0,55558144.0,54509568.0,66701058048.0
