"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 01:09:43 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
45.790,3.682,50.498,0.023,0.000,0.007,165630.576,614529.949,824209408.0,8757248.0,52772864.0,66772885504.0
3.127,0.063,96.811,0.0,0.0,0.0,0.0,0.0,824328192.0,8757248.0,52772864.0,66772766720.0
3.163,0.063,96.774,0.0,0.0,0.0,0.0,0.0,824688640.0,8757248.0,52793344.0,66772385792.0
3.133,0.063,96.805,0.0,0.0,0.0,0.0,0.0,825581568.0,8757248.0,52801536.0,66771484672.0
3.126,0.094,96.780,0.0,0.0,0.0,0.0,0.0,825581568.0,8757248.0,52801536.0,66771484672.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,825516032.0,8757248.0,52801536.0,66771550208.0
3.131,0.031,96.838,0.0,0.0,0.0,0.0,20480.0,825257984.0,8765440.0,52797440.0,66771804160.0
3.128,0.031,96.841,0.0,0.0,0.0,0.0,0.0,825245696.0,8765440.0,52801536.0,66771812352.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,825122816.0,8765440.0,52801536.0,66771935232.0
3.161,0.063,96.776,0.0,0.0,0.0,0.0,0.0,820547584.0,8765440.0,52801536.0,66776510464.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,820547584.0,8765440.0,52801536.0,66776510464.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,820547584.0,8765440.0,52801536.0,66776510464.0
3.126,0.063,96.780,0.0,0.0,0.031,0.0,0.0,820158464.0,8765440.0,52801536.0,66776899584.0
3.130,0.063,96.808,0.0,0.0,0.0,0.0,0.0,820142080.0,8765440.0,52801536.0,66776915968.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,820158464.0,8765440.0,52801536.0,66776899584.0
3.133,0.094,96.773,0.0,0.0,0.0,0.0,4096.0,811208704.0,8765440.0,34402304.0,66804248576.0
3.162,0.031,96.807,0.0,0.0,0.0,0.0,12288.0,811286528.0,8765440.0,34062336.0,66804510720.0
3.129,0.063,96.809,0.0,0.0,0.0,0.0,0.0,811278336.0,8765440.0,34062336.0,66804518912.0
3.159,0.063,96.778,0.0,0.0,0.0,0.0,0.0,811024384.0,8765440.0,34062336.0,66804772864.0


"Host:","compute-641-14.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output ep.A.x.csv",,,,"Date:","25 Feb 2016 01:10:03 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
