"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 03:42:27 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.749,7.860,41.319,0.066,0.000,0.006,270.895,18681.423,871018496.0,73523200.0,92110848.0,66621972480.0
3.127,0.094,96.779,0.0,0.0,0.0,0.0,0.0,887779328.0,73523200.0,92127232.0,66605195264.0
3.128,0.063,96.778,0.0,0.0,0.031,0.0,0.0,902586368.0,73523200.0,92127232.0,66590388224.0
3.100,0.094,96.807,0.0,0.0,0.0,0.0,0.0,937414656.0,73523200.0,92131328.0,66555555840.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 03:42:33 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.749,7.860,41.319,0.066,0.000,0.006,270.895,18681.408,871391232.0,73531392.0,92127232.0,66621575168.0
3.123,0.062,96.814,0.0,0.0,0.0,0.0,0.0,886071296.0,73531392.0,92127232.0,66606895104.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,903073792.0,73531392.0,92135424.0,66589884416.0
3.129,0.094,96.777,0.0,0.0,0.0,0.0,0.0,938917888.0,73531392.0,92135424.0,66554040320.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 03:42:38 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.749,7.860,41.320,0.066,0.000,0.006,270.894,18681.393,871489536.0,73531392.0,92135424.0,66621468672.0
3.157,0.063,96.780,0.0,0.0,0.0,0.0,0.0,886185984.0,73531392.0,92135424.0,66606772224.0
3.101,0.063,96.837,0.0,0.0,0.0,0.0,0.0,902836224.0,73531392.0,92135424.0,66590121984.0
3.130,0.094,96.776,0.0,0.0,0.0,0.0,0.0,938430464.0,73531392.0,92135424.0,66554527744.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 03:42:44 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.749,7.860,41.320,0.066,0.000,0.006,270.894,18681.378,870596608.0,73539584.0,92127232.0,66622361600.0
3.124,0.062,96.813,0.0,0.0,0.0,0.0,0.0,885293056.0,73539584.0,92127232.0,66607665152.0
3.129,0.031,96.840,0.0,0.0,0.0,0.0,0.0,902434816.0,73539584.0,92135424.0,66590515200.0
3.097,0.094,96.810,0.0,0.0,0.0,0.0,0.0,937639936.0,73539584.0,92135424.0,66555310080.0


"Host:","compute-641-12.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.A.x.csv",,,,"Date:","25 Feb 2016 03:42:50 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
50.749,7.860,41.320,0.066,0.000,0.006,270.894,18681.360,869949440.0,73543680.0,92131328.0,66623000576.0
3.126,0.031,96.374,0.469,0.0,0.0,0.0,24576.0,884617216.0,73547776.0,92131328.0,66608328704.0
3.125,0.125,96.750,0.0,0.0,0.0,0.0,0.0,901722112.0,73547776.0,92131328.0,66591223808.0
3.096,0.094,96.811,0.0,0.0,0.0,0.0,0.0,937684992.0,73547776.0,92135424.0,66555256832.0
