"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 04:26:03 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.152,1.759,74.059,0.028,0.000,0.003,11499.660,495889.960,988160000.0,368652288.0,8417292288.0,40966889472.0
4.167,0.083,95.750,0.0,0.0,0.0,0.0,0.0,1021722624.0,368652288.0,8417304576.0,40933314560.0
4.130,0.042,95.620,0.209,0.0,0.0,0.0,28672.0,1055252480.0,368652288.0,8417320960.0,40899768320.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1088815104.0,368652288.0,8417320960.0,40866205696.0
4.088,0.083,95.786,0.0,0.0,0.042,0.0,0.0,1181335552.0,368652288.0,8417320960.0,40773685248.0
4.128,0.083,95.788,0.0,0.0,0.0,0.0,0.0,1262915584.0,368652288.0,8417320960.0,40692105216.0
4.174,0.042,95.785,0.0,0.0,0.0,0.0,0.0,1262534656.0,368652288.0,8417320960.0,40692486144.0
4.172,0.042,95.786,0.0,0.0,0.0,0.0,0.0,1261764608.0,368652288.0,8417320960.0,40693256192.0
4.172,0.0,95.828,0.0,0.0,0.0,0.0,0.0,1261445120.0,368652288.0,8417320960.0,40693575680.0


"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 04:26:13 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.152,1.759,74.059,0.028,0.000,0.003,11499.655,495889.756,992333824.0,368652288.0,8417325056.0,40962682880.0
8.295,0.083,91.622,0.0,0.0,0.0,0.0,0.0,1055006720.0,368652288.0,8417325056.0,40900009984.0
8.212,0.167,91.622,0.0,0.0,0.0,0.0,0.0,1216106496.0,368652288.0,8417325056.0,40738910208.0
8.264,0.042,91.694,0.0,0.0,0.0,0.0,0.0,1259827200.0,368652288.0,8417325056.0,40695189504.0
8.337,0.042,91.622,0.0,0.0,0.0,0.0,8192.0,1259827200.0,368652288.0,8417325056.0,40695189504.0


"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 04:26:20 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.152,1.759,74.059,0.028,0.000,0.003,11499.653,495889.629,995364864.0,368652288.0,8417325056.0,40959651840.0
16.250,0.292,83.458,0.0,0.0,0.0,0.0,0.0,1213849600.0,368652288.0,8417325056.0,40741167104.0
16.604,0.083,83.312,0.0,0.0,0.0,0.0,8192.0,1258901504.0,368652288.0,8417325056.0,40696115200.0


"Host:","compute-431-9.local",,,,"User:","a57779"
