"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 05:48:31 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.151,1.758,74.060,0.028,0.000,0.003,11497.450,495793.496,990543872.0,368652288.0,8413519872.0,40968278016.0
4.167,0.083,95.750,0.0,0.0,0.0,0.0,0.0,1028415488.0,368652288.0,8413523968.0,40930402304.0
4.132,0.0,95.868,0.0,0.0,0.0,0.0,0.0,1066037248.0,368652288.0,8413523968.0,40892780544.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1105944576.0,368652288.0,8413581312.0,40852815872.0
4.088,0.125,95.786,0.0,0.0,0.0,0.0,0.0,1264881664.0,368652288.0,8413581312.0,40693878784.0
4.170,0.042,95.788,0.0,0.0,0.0,0.0,0.0,1264373760.0,368652288.0,8413581312.0,40694386688.0
4.170,0.042,95.621,0.167,0.0,0.0,0.0,24576.0,1263910912.0,368652288.0,8413581312.0,40694849536.0
4.212,0.042,95.746,0.0,0.0,0.0,0.0,0.0,1263792128.0,368652288.0,8413581312.0,40694968320.0


"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 05:48:40 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
24.151,1.758,74.060,0.028,0.000,0.003,11497.446,495793.309,990580736.0,368652288.0,8413585408.0,40968175616.0
8.299,0.083,91.618,0.0,0.0,0.0,0.0,0.0,1065943040.0,368652288.0,8413585408.0,40892813312.0
8.170,0.167,91.663,0.0,0.0,0.0,0.0,0.0,1262972928.0,368652288.0,8413585408.0,40695783424.0
8.344,0.0,91.656,0.0,0.0,0.0,0.0,0.0,1263099904.0,368652288.0,8413585408.0,40695656448.0
8.340,0.042,91.618,0.0,0.0,0.0,0.0,0.0,1262972928.0,368652288.0,8413585408.0,40695783424.0


"Host:","compute-431-9.local",,,,"User:","a57779"
"Cmdline:","dstat -cdm --output is.B.x.csv",,,,"Date:","25 Feb 2016 05:48:47 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free"
